Manufacturer_Name,Approved_MFG_Location,Location Status,Usage Status,Quality Agreement,Current Audit Document,Approval Document/Reference#,Quality Due Date,Function,Quality Risk,Description of Goods/Services,Material Group,Amgen site,Supplier ID,Billing Vendor ID,Managed by,Subcategory,Billing Vendor Name,Billing Vendor Address,Last Changed By,Created on,Description
ROCKWELL AUTOMATION LTD,"CO CORK,CK,IE",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-568830,07/15/2023,GENERAL,Medium,"CONTRACTOR SERVICES PROVIDING GMP COMPUTERIZED SYSTEMS SUPPORT ACTIVITIES, AND DEVELOPMENT, TO SUPPLEMENT AMGEN INFORMATION SYSTEMS. SOFTWARE FOR GMP COMPUTERIZED SYSTEMS.",MFGEXE,GLOBAL,100136282,100136282,"HERNANDEZ, JOSE (JOSEH02)/CORPORATE OIS",AUTOMATION SYSTEMS SERVICE PROVIDERS,ROCKWELL AUTOMATION LTD,"CO CORK,CK,IE",NMARINOS,12/19/2015,Mfg Execute Sys
IMA LIFE THE NETHERLANDS BV,"DONGEN, NL",APPROVED,Acceptable,QAGR-401117,N/A PER SOP-427473,REC-564144,5/10/2024,F&E MAINTENANCE,Low,MAINTENANCE OF FREEZE DRYERS AND LOAD/UNLOAD SYSTEM,MAINT,GLOBAL,100136293,100136293,"MALDONADO, DAISEY",GENERAL EQUIPMENT SERVICES,IMA LIFE THE NETHERLANDS BV,"DONGEN, NL",NMARINOS,12/19/2015,Maintenance Srv
PALL LIFE SCIENCES IRELAND,"CARRIGALINE,CK,IE",APPROVED,Acceptable,QAGR-401628,AMS-45182,REC-561533,12/31/2022,CALIBRATION,Low,PALL FILTER INTEGRITY TESTERS,INCLSV,GLOBAL,100136295,100207402,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,PALL EUROPE LTD,"PORTSMOUTH, GB",NMARINOS,12/19/2015,Insp&Calibration Srv
VWS IRELAND LTD DBA  ELGA PROCESS WATER,"CELBRIDGE,KD,IE",APPROVED,Acceptable,QAGR-401110,N/A PER SOP-427473,REC-564159,7/1/2022,F&E MAINTENANCE,Low,MAINTENANCE OF COLD PURIFIED WATER & PEGYLATION PURIFIED WATER,MAINT,GLOBAL,100136297,100136297,"MALDONADO, DAISEY",MAINTENANCE SVCS-GMP,VWS IRELAND LTD,"CELBRIDGE,KD,IE",NMARINOS,12/19/2015,Maintenance Srv
RTD TECHNOLOGY LTD,"BRAY,WK,IE",APPROVED,Acceptable,QAGR-401704,N/A PER SOP-427473,REC-561678,05/15/2023,F&E MAINTENANCE,Low,MAINTENANCE OF INCUBATORS AND CRYOPRESERVATION UNITS,MAINT,GLOBAL,100136298,100136298,"MALDONADO, DAISEY",GENERAL EQUIPMENT SERVICES,RTD TECHNOLOGY LTD,"BRAY,WK,IE",NMARINOS,5/11/2017,Maintenance Srv
TECHNICAL ENGINEERING GROUP,"MULLINGAR,WM,IE",APPROVED,Acceptable,QAGR-401730,N/A PER SOP-427473,REC-589149,07/20/2024,F&E MAINTENANCE,Low,"GMP CUSTOM FABRICATION, REPAIRS, POLISHING, WELDING, AND MANUFACTURE OF PARTS, FORMAT PARTS AND MAINTENANCE OF GMP EQUIPMENT",MAINT,GLOBAL,100136310,100136310,"MALDONADO, DAISEY",MAINTENANCE SVCS-GMP,TECHNICAL ENGINEERING GROUP,"MULLINGAR,WM,IE",NMARINOS,01/17/2018,Maintenance Srv
PERKINELMER IRELAND LTD,"DUBLIN, IE",APPROVED,Acceptable,QAGR-401097,AMS-45183,REC-563189,12/31/2022,CALIBRATION,Low,PLATE READERS,INCLSV,GLOBAL,100136311,100136311,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,PERKINELMER IRELAND LTD,"DUBLIN, IE",NMARINOS,10/3/2016,Insp&Calibration Srv
FLOWMETER SYSTEMS IRL LTD,"MALLOW,CK,IE",APPROVED,Acceptable,N/A PER SOP-417413,AMS-51390,REC-560221,06/30/2022,CALIBRATION,Low,FLOW MEASURING DEVICES,INCLSV,GLOBAL,100136318,100136318,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,FLOWMETER SYSTEMS IRL LTD,"MALLOW,CK,IE",NMARINOS,12/19/2015,Insp&Calibration Srv
CPS CONVEYERS PACKAGING SERVICES LTD,"TUAM,GW,IE",APPROVED,Acceptable,QAGR-401806,N/A PER SOP-427473,REC-559385,07/29/2024,F&E MAINTENANCE,Low,MAINTENANCE SERVICE/REPAIR OF EQUIPMENT AND SUPPLY OF SPARE PARTS,MAINT,GLOBAL,100136325,100136325,"MALDONADO, DAISEY",MAINTENANCE SVCS-GMP,CPS,"TUAM,GW,IE",NMARINOS,08/13/2018,Maintenance Srv
OPTICAL SCIENCES IRELAND LTD,"CARLOW,CW,IE",APPROVED,Acceptable,QAGR-401091,AMS-45181,REC-562408,01/31/2023,CALIBRATION,Low,PARTICLE COUNTERS AND AIR SAMPLERS,INCLSV,GLOBAL,100136330,100136330,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,OPTICAL SCIENCES IRELAND LTD,"CARLOW,CW,IE",NMARINOS,12/19/2015,Insp&Calibration Srv
ESI TECHNOLOGIES LTD,"DUNKETTLE,CK,IE",APPROVED,Acceptable,QAGR-401764,N/A PER SOP-427473,REC-562463,12/3/2023,F&E MAINTENANCE,Low,VALVE REPAIR,MAINT,GLOBAL,100136331,100136331,"MALDONADO, DAISEY",MAINTENANCE SVCS-GMP,ESI TECHNOLOGIES LTD,"DUNKETTLE,CK,IE",NMARINOS,12/13/2017,Maintenance Srv
PHARMALEX IRELAND LTD,"DUBLIN, IE",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-556846,06/22/2023,CONSULTANTS,Low,GMP/GDP AUDIT AND REGULATORY INSPECTION READINESS,GACONS,GLOBAL,100136335,100136335,INTERNATIONAL AND DISTRIBUTION QUALITY,MISC GMP CONSULTANTS,PHARMALEX IRELAND LTD,"DUBLIN, IE",NMARINOS,12/19/2015,OtherG&Aconsult
REAGECON DIAGNOSTICS LTD,"SHANNON,CL,IE",APPROVED,Acceptable,N/A PER SOP-417413,AMS-52518,REC-561582,10/13/2024,CALIBRATION,Low,"PH SOLUTIONS, LAB REAGENTS, CHLORIDE SOLUTIONS, ACID SOLUTIONS, BASE SOLUTIONS, AND CONDUCTIVITY SOLUTIONS",INCLSV,GLOBAL,100136345,100136345,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,REAGECON DIAGNOSTICS LTD,"SHANNON,CL,IE",NMARINOS,12/19/2015,Insp&Calibration Srv
METROHM IRELAND LTD,"CARLOW, IE",APPROVED,Acceptable,QAGR-402110,N/A PER SOP-427473,REC-561839,06/30/2023,F&E MAINTENANCE,Low,MAINTENANCE OF KARL FISHER TITRINOS & KF COULOMETERS,MAINT,GLOBAL,100136347,100136347,"MALDONADO, DAISEY",FAR (FACTORY AUTHORIZED REPRESENTATIVE),METROHM IRELAND LTD,"CARLOW, IE",NMARINOS,12/19/2015,Maintenance Srv
INDAVER IRELAND LTD,"DUBLIN,DB,IE",APPROVED,Acceptable,QAGR-401981,N/A PER SOP-427473,REC-548874,06/21/2023,GENERAL,Low,"INTEGRATED FACILITIES MGMT SERVICES, INCL MAIN, REPAIR, CALIBR, AND UTILITIES",FACINT,IEDL,100136350,100136350,ENVIRONMENTAL HEALTH AND SAFETY - ADL,"INTEGRATED FACILITIES MGMT SERVICES, INCL MAINT, REPAIR, CALIBR, AND UTILITIES",INDAVER IRELAND LTD,"DUBLIN,DB,IE",NMARINOS,12/19/2015,Facilities Int Srvs
CODICO DISTRIBUTORS LTD,"WATERFORD,WF,IE",APPROVED,Acceptable,QAGR-401250,N/A PER SOP-427473,REC-564068,10/19/2024,F&E MAINTENANCE,Low,MAINTENANCE OF DOMINO PRINTERS,MAINT,GLOBAL,100136362,100136362,"MALDONADO, DAISEY",MAINTENANCE SVCS-GMP,CODICO DISTRIBUTORS LTD,"WATERFORD,WF,IE",NMARINOS,12/19/2015,Maintenance Srv
DWN INSTRUMENTATION LTD,"CORK,DB,IE",APPROVED,Acceptable,QAGR-401898,AMS-58085,REC-557776,03/31/2023,CALIBRATION,Low,"METTLER TOLEDO BRAND PH, DISSOLVED OXYGEN, TOC, AND 7000RMS MICROBIAL ANALYZERS",INCLSV,GLOBAL,100136363,100136363,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,DWN INSTRUMENTATION LTD,"CORK,DB,IE",GTORRE05,03/14/2019,Insp&Calibration Srv
LABPLAN LTD,"ALLENWOOD, NAAS,KD,IE",APPROVED,Acceptable,QAGR-401095,AMS-45171,REC-561558,12/31/2022,CALIBRATION,Low,"SPECTROPHOTOMETERS, CENTRIFUGES, AND CAPILLARY ELECTROPHORESIS UNITS",INCLSV,GLOBAL,100136374,100136374,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,LABPLAN LTD,"ALLENWOOD, NAAS,KD,IE",NMARINOS,12/19/2015,Insp&Calibration Srv
ATLAS COPCO (IRELAND) LTD,"DUBLIN, IE",APPROVED,Acceptable,QAGR-400963,N/A PER SOP-427473,REC-564027,06/28/2023,F&E MAINTENANCE,Low,MAINTENANCE OF AIR COMPRESSORS AND ASSOCIATED EQUIPMENT,MAINT,GLOBAL,100136392,100136392,"MALDONADO, DAISEY",UTILITIES/ MECHANICAL SERVICES,ATLAS COPCO (IRELAND) LTD,"DUBLIN, IE",NMARINOS,12/19/2015,Maintenance Srv
DELTA-P MONITORING TECHNOLOGY LTD,"DUBLIN, IE",APPROVED,Acceptable,QAGR-401077,AMS-39569,REC-560994,03/31/2024,CALIBRATION,Low,CLEANROOM AND HOOD CERTIFICATION,INCLSV,GLOBAL,100136395,100136395,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,DELTA-P MONITORING,"DUBLIN, IE",GTORRE05,12/19/2015,Insp&Calibration Srv
NOVO ENGINEERING INC,"VISTA,CA,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,FORM-417857,11/20/2024,MEDICAL DEVICES,Low,"NOVO ENGINEERING IS A CONTRACTING FIRM THAT IS PROVIDING EXPERTISE IN THE FOLLOWING AREAS: SPECIFICATIONS, ANALYSIS AND RESEARCH, DESIGN, DESIGN TESTING, FABRICATION, AND DOCUMENTATION FOR AMGEN’S DEVICES AND COMBINATION PRODUCTS",DEVICE,GLOBAL,100136420,100136420,"GUPTA, DJ",CONTRACTORS & CONSULTANTS- INCLUDING ENGINEERING SERVICES,NOVO ENGINEERING INC,"VISTA,CA,US",NMARINOS,12/19/2015,Devices
SYNTEGON PHARMA TECHNOLOGY INC,"ALLENDALE,NJ,US",APPROVED,Acceptable,QAGR-401247,N/A PER SOP-427473,REC-564990,1/12/2025,F&E MAINTENANCE,Low,PARTS AND MAINTENANCE FOR PACKAGING EQUIPMENT,MAINT,GLOBAL,100136423,100136423,"MALDONADO, DAISEY",GENERAL EQUIPMENT SERVICES,SYNTEGON PHARMA TECHNOLOGY INC,"ALLENDALE,NJ,US",GTORRE05,12/19/2015,Maintenance Srv
BURKERT CONTROMATIC CORP DBA BURKERT FLUID CONTROLS SYSTEMS,"CHARLOTTE,NC,US",APPROVED,Acceptable,QAGR-401447,N/A PER SOP-427473,REC-549977,11/4/2021,PRODUCT CONTACT ELASTOMER/HOSE SUPPLIER,Low,PCS ELASTOMER,ETVPS,GLOBAL,100136577,100136577,"WALTNER, JERRY",PCS ELASTOMER,BURKERT CONTROMATIC CORP,"CHARLOTTE,NC,US",NMARINOS,12/19/2015,MRO - ETVPS
AGILENT TECHNOLOGIES IRELAND,"CORK, IE",APPROVED,Acceptable,"QAGR-400990, QAGR-402150",AMS-45206,REC-559705,12/31/2022,CALIBRATION,Low,"ON-SITE HPLC SYSTEMS, HIGH PRESSURE ION CHROMATOGRAPHY, LIQUID AND GAS CHROMATOGRAPHERS, AND MAINTENANCE OF THE CARRY 60",INCLSV,GLOBAL,100136692,100136692,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,AGILENT TECHNOLOGIES IRELAND,"CORK, IE",NMARINOS,12/19/2015,Insp&Calibration Srv
CHARGEPOINT TECHNOLOGY LTD,"LIVERPOOL, GB",APPROVED,Acceptable,QAGR-401470,N/A PER SOP-427473,REC-554096,9/12/2024,F&E MAINTENANCE,Low,PCS ELASTOMER SUPPLIER,ETVPS,GLOBAL,100136704,100136704,"WALTNER, JERALD",PCS ELASTOMER,CHARGEPOINT TECHNOLOGY LTD,"LIVERPOOL, GB",NMARINOS,10/1/2021,MRO - ETVPS
MASON TECHNOLOGY LTD,"DUBLIN, IE",APPROVED,Acceptable,QAGR-401093,N/A PER SOP-427473,REC-568730,01/14/2025,F&E MAINTENANCE,Low,"MAINTENANCE ON DENSITY METER, POWERWAVES, TEST PLATES, SPECTROPHOTOMETERS, PLATE WASHERS AND BALANCES",MFFEQP,GLOBAL,100136936,100136936,"MALDONADO, DAISEY",FAR (FACTORY AUTHORIZED REPRESENTATIVE),MASON TECHNOLOGY LTD,"DUBLIN, IE",GTORRE05,06/24/2019,Manuf&Facil Equip
MASON TECHNOLOGY LTD,"DUBLIN, IE",APPROVED,Acceptable,QAGR-401093,AMS-45176,REC-565533,06/30/2023,CALIBRATION,Low,"BIOTEK MICROPLATE READERS, MASS, BALANCES AND SCALES, SPEED MEASURING DEVICES, DIGITAL TEMPERATURE INDICATORS SYSTEMS, TEMPERATURE CONTROL ENCLOSURES (OVENS, REFRIGERATORS, FREEZERS, BATHS, INCUBATORS, AUTOCLAVE...[SEE REC-565533 FOR COMPLETE DESCRIPTION]",INCLSV,GLOBAL,100136936,100136936,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,MASON TECHNOLOGY LTD,"DUBLIN, IE",NMARINOS,12/19/2015,Insp&Calibration Srv
MERCK MILLIPORE LTD,"CARRIGTWOHILL,CK,IE",APPROVED,Acceptable,QAGR-402144,N/A PER SOP-427473,REC-564199,11/12/2023,F&E MAINTENANCE,Low,MAINTENANCE OF MILLI-Q & ELIX SYSTEMS,MAINT,GLOBAL,100136952,100136952,"MALDONADO, DAISEY",FAR (FACTORY AUTHORIZED REPRESENTATIVE),MERCK MILLIPORE LTD,"CARRIGTWOHILL,CK,IE",NMARINOS,12/19/2015,Maintenance Srv
FOCUS SCIENTIFIC SOLUTIONS LTD,"STAMULLEN,MT,IE",APPROVED,Acceptable,QAGR-401092,AMS-45178,REC-563221,12/31/2022,CALIBRATION,Low,"OSMOMETERS, DENSITOMETERS, FTIR, RAMAN ANALYZERS, TOC ANALYZERS, TEMPERATURE DEVICES, CENTRIFUGES, POLARIMETER, SPECTROPHOTOMETERS, AUTOCLAVES AND QUARTZ PLATE CERTIFICATION",INCLSV,GLOBAL,100136984,100136984,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,FOCUS SCIENTIFIC SOLUTIONS LTD,"STAMULLEN,MT,IE",NMARINOS,12/19/2015,Insp&Calibration Srv
SYNTEGON TECHNOLOGY LIMITED,"DERBY, GB",APPROVED,Acceptable,QAGR-401098,N/A PER SOP-427473,REC-564100,09/14/2024,F&E MAINTENANCE,Low,"MAINTENANCE OF VIAL WASHER, DEPYROGENATION TUNNEL, FILLING LINE AND CAPPERS",MAINT,GLOBAL,100136987,100136987,"MALDONADO, DAISEY",GENERAL EQUIPMENT SERVICES,SYNTEGON TECHNOLOGY LIMITED,"DERBY, GB",NMARINOS,12/19/2015,Maintenance Srv
BIOMERIEUX UK LTD,"BASINGSTOKE, IE",APPROVED,Acceptable,QAGR-402227,N/A PER SOP-427473,REC-564028,08/28/2023,F&E MAINTENANCE,Low,MAINTENANCE OF VITEK2 AND PREVI GRAM COLOUR STAINER,MAINT,GLOBAL,100137449,100137449,"MALDONADO, DAISEY",GENERAL EQUIPMENT SERVICES,BIOMERIEUX UK LTD,"BASINGSTOKE, IE",NMARINOS,12/19/2015,Maintenance Srv
ENVIRONMENTAL MONITORING SERVICES,"DUBLIN,DB,IE",APPROVED,Acceptable,QAGR-402015,AMS-45208,REC-560215,12/31/2022,CALIBRATION,Low,AIR AND LIQUID PARTICLE COUNTERS,INCLSV,GLOBAL,100137466,100137466,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,ENVIRONMENTAL MONITORING SERVICES,"DUBLIN,DB,IE",NMARINOS,12/19/2015,Insp&Calibration Srv
SURECAL METROLOGY,"DUBLIN,DB,IE",APPROVED,Acceptable,QAGR-401154,AMS-52854,REC-559108,01/31/2024,CALIBRATION,Low,OPTICAL COMPARATORS AND DIMENSIONAL HAND TOOLS,INCLSV,GLOBAL,100137469,100137469,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,SURECAL METROLOGY,"DUBLIN,DB,IE",NMARINOS,12/19/2015,Insp&Calibration Srv
BWT PHARMA & BIOTECH LTD,"ASHBOURNE,MT,IE",APPROVED,Acceptable,QAGR-401105,N/A PER SOP-427473,REC-564994,10/19/2024,F&E MAINTENANCE,Low,MAINTENANCE OF PM2 & PFS PURIFIED WATER GENERATION,MAINT,GLOBAL,100137470,100137470,"MALDONADO, DAISEY",WATER & STEAM SYSTEMS,BWT PHARMA & BIOTECH LTD,"ASHBOURNE,MT,IE",NMARINOS,12/19/2015,Maintenance Srv
DAVIDSON & HARDY LAB SUPPLIES,"DUBLIN,DB,IE",APPROVED,Acceptable,QAGR-401236,N/A PER SOP-427473,REC-560725,11/30/2022,F&E MAINTENANCE,Low,MAINTENANCE OF LABORATORY CLEAN AIR EQUIPMENT,MAINT,GLOBAL,100137492,100137492,"MALDONADO, DAISEY",SERVICES SUPPORTING GMP LAB FUNCTIONS INCLUDING ENGINEERING & MFG,DAVIDSON & HARDY LAB SUPPLIES,"DUBLIN,DB,IE",NMARINOS,1/6/2021,Maintenance Srv
RESPRO LTD,"DUBLIN,DB,IE",APPROVED,Acceptable,QAGR-401193,AMS-45184,REC-563291,12/31/2022,CALIBRATION,Low,"DRAEGER BREATHING APPARATUS, DRAEGER PORTABLE AND FIXED GAS DETECTORS, O2 DETECTION SENSORS, AND BAUER BREATHING AIR COMPRESSORS",INCLSV,GLOBAL,100137506,100137506,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,RESPRO LTD,"DUBLIN,DB,IE",NMARINOS,10/12/2016,Insp&Calibration Srv
EMERSON PROCESS MANAGEMENT LLP,"DALLAS,TX,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-554225,08/31/2022,COMPUTERIZED SYSTEM,Medium,"IS - SOFTWARE MAINTENANCE, ELECTRONIC - GMP",ISSME,GLOBAL,100137848,100137848,"GANGL, JOSH","IS - SOFTWARE MAINTENANCE, ELECTRONIC - GMP",EMERSON PROCESS MANAGEMENT LLP,"DALLAS,TX,US",NMARINOS,12/19/2015,IS Sftwre Maint-Elec
EMERSON PROCESS MANAGEMENT LLP,"DALLAS,TX,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-554225,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE LICENSE DOWNLOAD VIA PHYSICAL MEDIA,ISSLND,GLOBAL,100137848,100137848,"GANGL, JOSH",SOFTWARE LICENSE DOWNLOAD VIA PHYSICAL MEDIA,EMERSON PROCESS MANAGEMENT LLP,"DALLAS,TX,US",NMARINOS,12/19/2015,IS SW Lic no Dwnload
EMERSON PROCESS MANAGEMENT LLP,"DALLAS,TX,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-554225,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE MAINTENANCE - ON TANGIBLE MEDIA,ISSM,GLOBAL,100137848,100137848,"GANGL, JOSH",SOFTWARE MAINTENANCE - ON TANGIBLE MEDIA,EMERSON PROCESS MANAGEMENT LLP,"DALLAS,TX,US",NMARINOS,12/19/2015,IS Software Maint
IRON MOUNTAIN RECORDS MGMT,"NEW YORK,NY,US",APPROVED,Acceptable,QAGR-401081,"REC-576749,577010",REC-577710,6/9/2023,GENERAL,Low,"IRON MOUNTAIN, THROUGH ITS DIVISIONS AND AFFILIATES, PROVIDES VARIOUS RECORDS AND INFORMATION MANAGEMENT SERVICES, INCLUDING THE STORAGE OF RECORDS, PAPER (HARD-COPY), STORAGE OF MEDIA, DOCUMENT SHREDDING SERVIC...[SEE REC-577710 FOR COMPLETE DESCRIPTION]",RECDIM,GLOBAL,100138271,100138271,CORPORATE QUALITY ASSURANCE,ARCHIVING,IRON MOUNTAIN RECORDS MGMT,"NEW YORK,NY,US",NMARINOS,07/15/2021,Rec Inf Mgmt
ULTIMATE SOLUTIONS CORP,"CAGUAS,PR,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-565022,11/17/2023,GENERAL,Low,PROJECT MANAGEMENT VALIDATION,MFGVICQ,PRJU,100138405,100138405,"MEDINA, JOSE",MANUFACTURING EQUIP INSTALLATION COMMISSION & QUALIF SERVICES,ULTIMATE SOLUTIONS CORP,"CAGUAS,PR,US",NMARINOS,12/19/2015,Mfg - ICQ
BERYLLIUM CORP,"CAGUAS,PR,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-565011,08/31/2023,GENERAL,Low,QUALITY AND COMPLIANCE DOCUMENTATION,GACONS,PRJU,100138533,100138533,"MANJARRES LEVERMANN, ROBERTO",MISC GMP CONTRACTORS,BERYLLIUM CORP,"CAGUAS,PR,US",NMARINOS,9/9/2020,OtherG&Aconsult
SERVICE NOW INC DBA SERVICE-NOW.COM,"DALLAS,TX,US",APPROVED,Acceptable,N/A PER SOP-416524,AMS-20675,RPT-501799,08/31/2022,COMPUTERIZED SYSTEM,Medium,IS INTEGRATED SERVICES PROVIDING HOSTED SERVICES,ISOSRV,GLOBAL,100138592,100138592,"WONG, WILLIAM",IS INTEGRATED SERVICES - HOSTED SERVICES,SERVICE NOW INC,"DALLAS,TX,US",NMARINOS,12/19/2015,IS Outsourced Serv
FLEXTRONICS INTERNATIONAL GMBH,"ALTHOFEN, AT",PROVISIONL,Acceptable with additional oversight,QAGR-401587,AMS-70739,RPT-540250,09/30/2022,CONTRACT MANUFACTURING,High,"PHASE I, II, III, COMMERCIAL MEDICAL DEVICE AND COMBINATION PRODUCT MANUFACTURING, PACKAGING/LABELING",CTRMFG,GLOBAL,100139002,100139002,ES DEVICE,CONTRACT MANUFACTURERS,FLEXTRONICS INTERNATIONAL GMBH,"ALTHOFEN, AT",NMARINOS,12/19/2015,Contract Mfg
T.O.D. VALVE TECHNOLOGY LTD,"CORK, IE",APPROVED,Acceptable,QAGR-401099,N/A PER SOP-427473,REC-561912,06/30/2022,F&E MAINTENANCE,Low,TESTING OF PRESSURE RELIEF VALVES,MAINT,GLOBAL,100139202,100139202,"MALDONADO, DAISEY",UTILITIES/ MECHANICAL SERVICES,T.O.D. VALVE TECHNOLOGY LTD,"CORK, IE",NMARINOS,12/19/2015,Maintenance Srv
WEST PHARMACEUTICAL SERVICES AZ INC,"SCOTTSDALE,AZ,US",PROVISIONL,Acceptable with additional oversight,QAGR-401056,AMS-66435,RPT-545139,09/15/2022,CONTRACT MANUFACTURING,High,"COMMERCIAL DEVICE DESIGN, MANUFACTURING, TESTING AND DISTRIBUTION",CTRMFG,GLOBAL,100139233,100139233,ES DEVICE,CONTRACT MANUFACTURERS,WEST PHARMACEUTICAL SERVICES AZ INC,"SCOTTSDALE,AZ,US",NMARINOS,12/19/2015,Contract Mfg
H ESSERS AND ZONEN INTERNATIONAL TRANSPORT,"GENK, BE",APPROVED,Acceptable,QAGR-401059,AMS-65157,REC-563016,9/1/2023,TRANSPORT,Medium,TRANSPORT SERVICE PROVIDERS,SHDELS,GLOBAL,100139386,100139386,EU DISTRIBUTION & INNOVATION,TRANSPORT SERVICE PROVIDERS,H ESSERS AND ZONEN INTERNATIONAL,"GENK, BE",NMARINOS,12/19/2015,Ship& Delivery Serv
SARTORIUS STEDIMIRELAND LIMITED,"DUBLIN, IE",APPROVED,Acceptable,QAGR-400761,N/A PER SOP-427473,REC-569565,08/28/2022,F&E MAINTENANCE,Low,PCS ELASTOMER,ETVPS,GLOBAL,100139773,100139773,GLOBAL FACILITIES OPERATIONS,PCS ELASTOMER,SARTORIUS STEDIMIRELAND LIMITED,"DUBLIN, IE",NMARINOS,12/19/2015,MRO - ETVPS
DCI-BIOLAFITTE LLC,"SAINT CLOUD,MN,US",APPROVED,Acceptable,QAGR-401417,N/A PER SOP-427473,REC-554020,10/20/2024,F&E MAINTENANCE,Low,PCS ELASTOMER SUPPLIER,ETVPS,GLOBAL,100140026,100140026,"WALTNER, JERALD",PCS ELASTOMER,DCI-BIOLAFITTE LLC,"SAINT CLOUD,MN,US",NMARINOS,12/19/2015,MRO - ETVPS
SOTAX CORP,"HORSHAM,PA,US",APPROVED,Acceptable,N/A PER SOP-430398,N/A PER SOP-427473,REC-565039,09/21/2022,F&E MAINTENANCE,Low,PARTS AND MAINTENANCE FOR MANUFACTURING IN PROCESS TESTING EQUIPMENT,MAINT,GLOBAL,100140054,100140054,"MALDONADO, DAISEY",OEM (ORIGINAL EQUIPMENT MANUFACTURER) SERVICES,SOTAX CORP,"HORSHAM,PA,US",GTORRE05,12/19/2015,Maintenance Srv
WATERS CHROMATOGRAPHY IRELAND LIMITED,"DUBLIN, IE",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-430938,REC-561636,07/22/2024,F&E MAINTENANCE,Low,MAINTENANCE OF LIQUID CHROMATOGRAPHY SYSTEMS,MAINT,GLOBAL,100140151,100140151,"MALDONADO, DAISEY",GENERAL EQUIPMENT SERVICES,WATERS CHROMATOGRAPHY IRELAND,"DUBLIN, IE",NMARINOS,5/9/2017,Maintenance Srv
BIOVECTRA INC,"CHARLOTTETOWN,PE,CA",PROVISIONL,Acceptable with additional oversight,QAGR-400740,AMS-64213,RPT-540303,07/31/2022,CONTRACT MANUFACTURING,High,CONTRACT MANUFACTURING OF MPEG FOR NEULASTA DRUG PRODUCT,CTRMFG,GLOBAL,100140297,100066308,ES DS,CONTRACT MANUFACTURERS,BIOVECTRA DCL,"CHARLOTTETOWN,PE,CA",NMARINOS,03/20/2019,Contract Mfg
CROSS TECHNICAL SOLUTIONS LIMITED,"DUBLIN 24, IE",APPROVED,Acceptable,QAGR-402452,N/A PER SOP-430938,REC-581814,8/11/2022,F&E MAINTENANCE,Low,MAINTENANCE AND REPAIR ON REFRIGERATION AIR CONDITIONING AND HEAT PUMP EQUIPMENT,MAINT,GLOBAL,100140422,100140422,"MALDONADO, DAISEY",GENERAL & MISC MAINTENANCE SERVICES,CROSS TECHNICAL SOLUTIONS LIMITED,"DUBLIN 24, IE",NMARINOS,8/12/2020,Maintenance Srv
FLEXTRONICS AMERICA LLC DBA FLEXMEDICAL,"IRVING,TX,US",APPROVED,Acceptable,QAGR-401587,AMS-57868,FORM-492144,5/10/2022,MEDICAL DEVICES,High,THE OBJECTIVE IS TO DEVELOP A RELIABLE DISPOSABLE CASSETTE FOR AN AUTO-INJECTOR. THE SERVICES PROVIDED INCLUDE THE DESIGN AND DEVELOPMENT OF A CASSETTE (DISPOSABLE) TO HOST A PREFILLED SYRINGE AND HIDE THE NEED...[SEE FORM-492144 FOR COMPLETE DESCRIPTION],DEVICE,GLOBAL,100140526,100140526,"KESHISHIAN, ARIN",CONTRACTORS & CONSULTANTS- INCLUDING ENGINEERING SERVICES,FLEXTRONICS AMERICA LLC,"IRVING,TX,US",NMARINOS,12/19/2015,Devices
